ko_maticni_broj,municipalityName,cadmunName,parcels_total,parcels_with_buildings
742171,TUTIN,VESENIĆE,359,290
742180,TUTIN,GLOGOVIK,86,77
742198,TUTIN,GLUHAVICA,202,165
742201,TUTIN,GNILA,10,10
742210,TUTIN,GODOVO,92,76
742228,TUTIN,DEVREČ,41,38
742236,TUTIN,DELIMEĐE,245,195
742244,TUTIN,DETANE,88,77
742252,TUTIN,DOBRI DUB,205,165
742279,TUTIN,DOBRINJE,96,89
742287,TUTIN,DOLOVO,232,222
742295,TUTIN,DRAGA,498,399
742309,TUTIN,DUBOVO,308,233
742317,TUTIN,DULEBE,37,33
742325,TUTIN,ĐEREKARE,161,136
742333,TUTIN,ŽIRČE,155,112
742341,TUTIN,ŽUPA,196,112
742350,TUTIN,ZAPADNI MOJSTIR,222,189
742368,TUTIN,ISTOČNI MOJSTIR,127,121
742376,TUTIN,JEZGROVIĆE,266,183
742384,TUTIN,JELIĆE,61,55
742392,TUTIN,JUŽNI KOČARNIK,49,38
742406,TUTIN,KOVAČI,106,98
742414,TUTIN,KONIČE,169,145
742422,TUTIN,LESKOVA,175,140
742449,TUTIN,LIPICA,40,36
742457,TUTIN,LUKAVICA,135,97
742465,TUTIN,MELAJE,167,142
742473,TUTIN,MITROVA,353,249
742481,TUTIN,MORANI,135,125
742490,TUTIN,NABOJE,211,195
742503,TUTIN,NAMGA,145,142
742511,TUTIN,ORLJE,179,166
742520,TUTIN,OSTROVICA,49,44
742538,TUTIN,PALJEVO,128,118
742546,TUTIN,POKRVENIK,259,227
742554,TUTIN,POPE,102,91
742562,TUTIN,PRUŽANJ,62,57
742589,TUTIN,RADUHOVCE,174,140
742597,TUTIN,RADUŠA,31,26
742619,TUTIN,REŽEVIĆE,100,89
742627,TUTIN,RIBARIĆE,410,339
742635,TUTIN,RUDNICA,28,24
742643,TUTIN,SAŠ,53,46
742651,TUTIN,STARČEVIĆE,120,96
742660,TUTIN,SUVI DO,172,148
742678,TUTIN,TUTIN,2900,2389
742686,TUTIN,CRNIŠ,105,103
742694,TUTIN,ČAROVINA,124,108
742708,TUTIN,ČUKOTE,125,116
742716,TUTIN,ŠARONJE,122,105
742724,TUTIN,ŠPILJANI,146,120
742732,LAJKOVAC,BAJEVAC,336,328
742759,UB,BANJANI,733,566
742767,KOCELJEVA,BATALAGE,324,322
742775,UB,BRGULE,728,576
742783,UB,BREZOVICA,342,273
742791,UB,VRELO,829,682
742805,UB,VRHOVINE,287,212
742813,UB,VUKONA,162,129
742821,UB,GVOZDENOVIĆ,217,153
742830,UB,GUNJEVAC,268,215
742848,UB,DOKMIR,300,217
742856,UB,ZVIZDAR,313,257
742864,KOCELJEVA,ZUKVE,166,162
742872,LAJKOVAC,JABUČJE,1600,1544
742899,UB,KALENIĆ,464,361
742902,UB,KALINOVAC,250,198
742929,UB,KOŽUAR,406,341
742937,UB,KRŠNA GLAVA,110,84
742945,LAJKOVAC,LAJKOVAC,1934,1619
742953,UB,LISO POLJE,136,109
742961,LAJKOVAC,MALI BORAK,250,246
742970,UB,MURGAŠ,331,299
742988,LAJKOVAC,NEPRIČAVA,377,372
742996,UB,NOVACI,473,367
743003,UB,PALJUVI,448,413
743011,UB,PAMBUKOVICA,539,385
743020,UB,RADLJEVO,405,364
743038,UB,RADUŠA,160,114
743046,LAJKOVAC,RUBRIBREZA,415,374
743054,UB,RUKLADA,164,159
743062,LAJKOVAC,SKOBALJ,220,214
743089,UB,SLATINA,221,148
743097,UB,SOVLJAK,938,776
743119,LAJKOVAC,STEPANJE,271,266
743127,UB,STUBLENICA,576,486
743135,UB,TAKOVO,628,521
743143,UB,TVRDOJEVAC,269,233
743151,UB,TRLIĆ,502,346
743160,UB,TRNJACI,343,268
743178,UB,TULARI,547,454
743186,UB,UB,2240,1861
743194,UB,CRVENA JABUKA,350,297
743208,UB,ČUČUGE,272,191
743216,UB,ŠARBANE,404,336
743224,POŽEGA,BAKIONICA,307,225
743232,GORNJI MILANOVAC,BOGDANICA,246,180
743259,POŽEGA,VELIKA JEŽEVICA,313,234
743267,POŽEGA,VISIBABA,621,466
743275,POŽEGA,VRANJANI,242,186
743283,POŽEGA,GLUMAČ,438,346
743291,POŽEGA,GODOVIK,265,210
743305,GORNJI MILANOVAC,GOJNA GORA,454,339
743313,POŽEGA,GORNJA DOBRINJA,285,230
743321,POŽEGA,GOROBILJE,721,599
743330,POŽEGA,GUGALJ,225,177
743348,POŽEGA,DONJA DOBRINJA,278,224
743356,POŽEGA,DRAŽINOVIĆI,200,159
743364,GORNJI MILANOVAC,DRUŽETIĆI,461,367
743372,POŽEGA,DUŠKOVCI,260,203
743399,POŽEGA,ZASELJE,339,230
743402,POŽEGA,ZDRAVČIĆI,365,258
743429,POŽEGA,JELEN DO,115,88
743437,POŽEGA,KALENIĆI,266,180
743445,POŽEGA,LORET,170,124
743453,POŽEGA,LJUTICE,321,241
743461,POŽEGA,MAĐER,94,74
743470,POŽEGA,MALA JEŽEVICA,187,152
743488,POŽEGA,MILIĆEVO SELO,463,374
743496,POŽEGA,MRŠELJI,153,118
743500,POŽEGA,OTANJ,192,145
743518,POŽEGA,PAPRATIŠTE,230,169
743526,POŽEGA,POŽEGA,3533,2974
743534,POŽEGA,PRIJANOVIĆI,269,205
743542,POŽEGA,RADOVCI,273,252
743569,POŽEGA,RASNA,499,384
743577,POŽEGA,REČICE,207,149
743585,POŽEGA,ROGE,427,326
743593,POŽEGA,RUPELJEVO,277,229
743607,POŽEGA,SVRAČKOVO,206,171
743615,POŽEGA,SREDNJA DOBRINJA,255,226
743623,POŽEGA,TABANOVIĆI,77,53
743631,POŽEGA,TVRDIĆI,190,147
743640,POŽEGA,TOMETINO POLJE,622,488
743658,POŽEGA,TUČKOVO,129,98
743666,POŽEGA,UZIĆI,300,234
743674,POŽEGA,ČESTOBRODICA,230,173
743682,ČAJETINA,ALIN POTOK,234,158
743704,NOVA VAROŠ,BELA REKA,180,106
743712,ČAJETINA,BRANEŠCI,621,469
743739,NOVA VAROŠ,BURAĐA,209,99
743747,ČAJETINA,GOSTILJE,488,371
743755,ČAJETINA,DOBROSELICA,1107,811
743763,NOVA VAROŠ,DRAGLICA,287,140
743771,ČAJETINA,DRENOVA,128,88
743780,ČAJETINA,ŽELJINE,120,75
743798,ČAJETINA,JABLANICA,813,652
743801,NOVA VAROŠ,JASENOVO,167,109
743810,UŽICE,KREMNA,2315,1235
743828,ČAJETINA,KRIVA REKA,572,364
743836,NOVA VAROŠ,KUĆANI,211,112
743844,ČAJETINA,LJUBIŠ,787,619
743852,ČAJETINA,MEŠNIK,270,232
743879,UŽICE,MOKRA GORA,1367,864
743887,NOVA VAROŠ,NEGBINA,376,158
743895,NOVA VAROŠ,OJKOVICA,349,194
743909,ČAJETINA,ROŽANSTVO,415,307
743917,ČAJETINA,SEMEGNJEVO,403,297
743925,NOVA VAROŠ,SENIŠTA,398,219
743933,ČAJETINA,SIROGOJNO,402,257
743941,ČAJETINA,STUBLO,195,139
743950,ČAJETINA,TRNAVA,186,124
743968,ČAJETINA,ČAJETINA,5348,4252
743976,ČAJETINA,ŠLJIVOVICA,790,573
743984,ČAČAK,ATENICA,1866,1375
743992,ČAČAK,BALUGA (TRNAVSKA),319,216
744000,ČAČAK,BANJICA,327,249
744026,ČAČAK,VAPA,295,222
744034,ČAČAK,VILJUŠA,565,376
744042,ČAČAK,GORIČANI,383,273
744069,ČAČAK,ŽAOČANI,198,112
744077,ČAČAK,ZABLAĆE,528,386
744085,ČAČAK,JEŽEVICA,805,556
744093,ČAČAK,JEZDINA,422,281
744107,ČAČAK,KAČULICE,364,223
744115,ČAČAK,KUKIĆI,277,202
744123,ČAČAK,KULINOVCI,670,513
744131,KRALJEVO,LAZAC,467,434
744140,ČAČAK,LIPNICA,377,258
744158,ČAČAK,LOZNICA,1014,744
744166,ČAČAK,MEĐUVRŠJE,182,115
744174,ČAČAK,MRŠINCI,645,447
744182,ČAČAK,PAKOVRAĆE,474,309
744204,ČAČAK,PARMENAC,381,269
744212,ČAČAK,PETNICA,132,83
744239,ČAČAK,PREMEĆA,227,154
744247,ČAČAK,PRIDVORICA,306,206
744255,ČAČAK,RAJAC,278,208
744263,ČAČAK,RIĐAGE,194,139
744271,ČAČAK,SLATINA,405,267
744280,ČAČAK,TRNAVA,1367,980
744298,ČAČAK,ČAČAK,8995,7824
744301,ČAČAK,BALUGA (LJUBIĆSKA),234,161
744310,ČAČAK,BEČANJ,630,454
744328,GORNJI MILANOVAC,BRĐANI,714,543
744336,ČAČAK,BRESNICA,1037,756
744344,ČAČAK,VIDOVA,215,108
744352,ČAČAK,VRANIĆI,272,190
744379,ČAČAK,VRNČANI,258,207
744387,ČAČAK,VUJETINCI,247,175
744395,ČAČAK,GORNJA GOREVNICA,876,622
744409,ČAČAK,GORNJA TREPČA,1101,805
744417,ČAČAK,DONJA GOREVNICA,544,397
744425,ČAČAK,DONJA TREPČA,715,522
744433,ČAČAK,JANČIĆI,205,162
744441,ČAČAK,KATRGA,526,407
744450,ČAČAK,KONJEVIĆI,1031,786
744468,ČAČAK,LJUBIĆ,2328,1830
744476,ČAČAK,MILIĆEVCI,633,451
744484,ČAČAK,MIOKOVCI,640,475
744492,ČAČAK,MOJSINJE,506,350
744506,ČAČAK,MRČAJEVCI,1553,1114
744514,ČAČAK,OSTRA,757,584
744522,ČAČAK,PRELJINA,1139,851
744549,ČAČAK,PRIJEVOR,1020,661
744557,ČAČAK,PRISLONICA,937,697
744565,ČAČAK,RAKOVA,416,267
744573,ČAČAK,ROŠCI,533,375
744581,ČAČAK,SOKOLIĆI,152,111
744590,ČAČAK,STANČIĆI,118,93
744603,KRALJEVO,TAVNIK,612,594
744611,ČAČAK,TRBUŠANI,1753,1277
744620,ŠABAC,BOGOSAVAC,517,458
744638,ŠABAC,BOJIĆ,217,151
744646,ŠABAC,BUKOR,427,307
744654,ŠABAC,VARNA,971,876
744662,ŠABAC,VOLUJAC,269,160
744689,ŠABAC,GORNJA VRANJSKA,744,650
744697,ŠABAC,GRUŠIĆ,393,271
744719,ŠABAC,DVORIŠTE,286,192
744727,ŠABAC,DESIĆ,255,150
744735,ŠABAC,DOBRIĆ,548,519
744743,VLADIMIRCI,DRAGOJEVAC,413,290
744751,ŠABAC,ŽABAR,286,199
744760,ŠABAC,ZABLAĆE,293,209
744778,ŠABAC,JEVREMOVAC,1426,1228
744786,ŠABAC,JELENČA,768,731
744794,ŠABAC,KORMAN,185,152
744808,ŠABAC,KRIVAJA,461,324
744816,ŠABAC,MAJUR,2784,2487
744824,ŠABAC,MALA VRANJSKA,443,316
744832,ŠABAC,MAOVI,323,299
744859,ŠABAC,POCERSKI METKOVIĆ,443,329
744867,ŠABAC,METLIĆ,710,492
744875,ŠABAC,MIOKUS,228,161
744883,ŠABAC,MIŠAR,892,826
744891,ŠABAC,MRĐENOVAC,289,233
744905,ŠABAC,NAKUČANI,358,248
744913,ŠABAC,ORAŠAC,310,229
744921,ŠABAC,ORID,13,12
744930,ŠABAC,POCERSKI PRIČINOVIĆ,2563,2206
744948,ŠABAC,PREDVORICA,252,164
744956,ŠABAC,RADOVAŠNICA,203,133
744964,ŠABAC,RUMSKA,529,354
744972,ŠABAC,SINOŠEVIĆ,536,348
744999,VLADIMIRCI,TRBUŠAC,259,175
745006,ŠABAC,CULJKOVIĆ,399,260
745014,ŠABAC,ŠABAC,11745,11494
745022,ZAJEČAR,SALAŠ,654,607
745049,VELIKA PLANA,NOVO SELO I,629,570
745057,VELIKA PLANA,NOVO SELO II,11,11
745065,ŽABARI,ŽABARI,758,747
745073,ZAJEČAR,ZAJEČAR,11168,10231
745081,KRAGUJEVAC,KRAGUJEVAC I,10143,9981
745090,KRAGUJEVAC,KRAGUJEVAC II,3795,3727
745103,KRAGUJEVAC,KRAGUJEVAC III,11767,11556
745111,KRAGUJEVAC,KRAGUJEVAC IV,7275,6949
745120,POŽAREVAC,PRUGOVO,348,344
745146,LAPOVO,LAPOVO,3399,2401
745154,RAŠKA,KOPAONIK,929,796
745162,ČAČAK,BELJINA,413,321
745189,LOZNICA,LOZNICA,10033,9774
745197,LOZNICA,LEŠNICA,2103,2046
745219,SMEDEREVSKA PALANKA,GRČAC PALANKA,114,64
745227,VLADIMIRCI,VLADIMIRCI SELO,302,248
745243,GROCKA,UMČARI,1432,1088
745251,PALILULA (NIŠ),SUVI DO,418,406
745260,SMEDEREVSKA PALANKA,SMEDEREVSKA PALANKA III,135,117
800015,BAČKA PALANKA,BAČKA PALANKA,217,208
800023,BAČKA PALANKA,ČELAREVO,1576,1535
800031,BAČKA PALANKA,GAJDOBRA,972,958
800040,BAČKI PETROVAC,MAGLIĆ,853,831
800058,BAČKA PALANKA,NOVA GAJDOBRA,483,483
800066,BAČKA PALANKA,OBROVAC,1173,1167
800074,BAČKA PALANKA,PARAGE,425,417
800082,BAČKA PALANKA,PIVNICE,1852,1834
800104,ODŽACI,RATKOVO,1450,1383
800112,BAČ,SELENČA,1406,1395
800139,BAČKA PALANKA,SILBAŠ,1120,1113
800155,BAČKA PALANKA,TOVARIŠEVO,1158,1148
800163,BAČKA PALANKA,BAČKA PALANKA-GRAD,7884,7418
800171,BAČ,BAČ,2278,2203
800180,BAČ,BAČKO NOVO SELO,531,495
800198,BAČ,BOĐANI,550,517
800201,ODŽACI,DERONJE,959,925
800210,BAČKA PALANKA,MLADENOVO,1376,1335
800228,BAČKA PALANKA,NOVA PALANKA,31,22
800236,BAČ,PLAVNA,696,671
800252,BAČ,VAJSKA,1080,1016
800279,KOVIN,BAVANIŠTE I,2385,2128
800309,ALIBUNAR,BANATSKI KARLOVAC,2676,2240
800317,BELA CRKVA,BANATSKA PALANKA I,449,383
800325,BELA CRKVA,BANATSKA PALANKA II,1,1
800333,BELA CRKVA,BELA CRKVA,3406,3090
800341,BELA CRKVA,CRVENA CRKVA,338,258
800350,BELA CRKVA,ČEŠKO SELO,51,46
800368,KOVIN,DELIBLATO,1717,1584
800384,KOVIN,DUBOVAC,787,611
800392,BELA CRKVA,DUPLJAJA,488,346
800449,BELA CRKVA,GREBENAC,673,580
800457,VRŠAC,IZBIŠTE,952,714
800465,BELA CRKVA,JASENOVO,742,648
800473,BELA CRKVA,KAJTASOVO,581,359
800481,BELA CRKVA,KALUĐEROVO I,169,101
800490,KOVIN,KOVIN,4857,4290
800503,BELA CRKVA,KRUŠČICA,559,450
800511,KOVIN,MRAMORAK,1592,1473
800538,ALIBUNAR,NIKOLINCI,840,681
800546,VRŠAC,OREŠAC,251,200
800562,VRŠAC,PARTA,223,192
800589,KOVIN,PLOČICA,1002,733
800597,KOVIN,SKORENOVAC,989,790
800619,VRŠAC,STRAŽA,489,414
800627,VRŠAC,ŠUŠARA,412,265
800635,VRŠAC,ULJMA,1530,1137
800643,BELA CRKVA,VRAČEV GAJ I,857,700
800651,VRŠAC,ZAGAJICA,352,318
800660,BELA CRKVA,BANATSKA SUBOTICA,118,114
800678,BELA CRKVA,DOBRIČEVO,106,101
800708,BELA CRKVA,KUSIĆ I,686,581
800732,BELA CRKVA,VRAČEV GAJ II,1,0
800759,KIKINDA,BANATSKO VELIKO SELO,1112,1061
800783,KIKINDA,NAKOVO,943,883
800791,KIKINDA,NOVI KOZARCI,756,721
800813,KIKINDA,RUSKO SELO,1372,1305
800821,ŽITIŠTE,BANATSKO KARAĐORĐEVO,1318,981
800830,ŽITIŠTE,ČESTEREG,632,584
800848,ŽITIŠTE,HETIN,547,517
800856,NOVA CRNJA,MOLIN,7,5
800864,NOVA CRNJA,NOVA CRNJA,993,927
800872,NOVA CRNJA,RADOJEVO,701,682
800899,NOVA CRNJA,SRPSKA CRNJA,1972,1891
800902,NOVA CRNJA,TOBA,356,332
800929,NOVA CRNJA,ALEKSANDROVO,1328,1190
800937,NOVA CRNJA,VOJVODA STEPA,787,688
800945,ZRENJANIN,BANATSKI DESPOTOVAC,701,655
800953,ŽITIŠTE,BANATSKO VIŠNJIĆEVO,188,186
800961,SEČANJ,BOKA,928,879
800970,SEČANJ,JAŠA TOMIĆ,1413,1305
800988,SEČANJ,KONAK,510,477
800996,SEČANJ,KRAJIŠNIK,926,827
801003,ŽITIŠTE,MEĐA,721,651
801011,SEČANJ,NEUZINA,594,564
801020,ŽITIŠTE,NOVI ITEBEJ,742,708
801038,SEČANJ,SEČANJ,916,859
801046,ŽITIŠTE,SRPSKI ITEBEJ,1350,1298
801054,SEČANJ,SUTJESKA,737,630
801062,SEČANJ,ŠURJAN,163,159
801089,PLANDIŠTE,BANATSKI SOKOLAC,195,185
801097,PLANDIŠTE,BARICE,333,308
801119,PLANDIŠTE,DUŽINE,118,114
801127,PLANDIŠTE,HAJDUČICA,612,601
801135,PLANDIŠTE,JERMENOVCI,589,583
801143,PLANDIŠTE,KUPINIK,231,215
801151,PLANDIŠTE,MARGITA,502,468
801160,PLANDIŠTE,MARKOVIĆEVO,131,131
801178,PLANDIŠTE,MILETIĆEVO,314,312
801186,PLANDIŠTE,PLANDIŠTE,1332,1285
801194,PLANDIŠTE,STARI LEC,290,282
801208,PLANDIŠTE,VELIKA GREDA,592,560
801224,PLANDIŠTE,VELIKI GAJ,461,424
801267,KIKINDA,BANATSKA TOPOLA,478,461
801275,KIKINDA,BAŠAID,1320,1310
801305,NOVI BEČEJ,BOČAR,789,774
801313,NOVI BEČEJ,NOVO MILOŠEVO,3162,3076
801321,KIKINDA,IĐOŠ,906,888
801330,ČOKA,JAZOVO,586,484
801356,KIKINDA,KIKINDA,12101,11376
801364,KIKINDA,MOKRIN,2573,2537
801372,ČOKA,OSTOJIĆEVO,1191,1088
801399,ČOKA,PADEJ,1414,1337
801402,KIKINDA,SAJAN,662,654
801437,BAČKA TOPOLA,BAČKA TOPOLA,263,260
801445,KULA,CRVENKA,3413,3250
801461,MALI IĐOŠ,FEKETIĆ,3054,1885
801470,KULA,KULA,6328,6039
801488,KULA,LIPAR,803,791
801500,MALI IĐOŠ,LOVĆENAC,1918,1316
801518,MALI IĐOŠ,MALI IĐOŠ,2764,2726
801526,KULA,SIVAC,3264,3199
801534,VRBAS,VRBAS,406,350
801569,VRBAS,VRBAS-GRAD,5704,5506
801577,ODŽACI,BAČKI BRESTOVAC,1417,1372
801585,ODŽACI,BAČKI GRAČAC,1140,1098
801593,ODŽACI,BOGOJEVO,922,904
801607,ODŽACI,KARAVUKOVO,1693,1643
801615,VRBAS,KOSANČIĆ,21,18
801623,KULA,KRUŠČIĆ,839,822
801631,VRBAS,KUCURA,1728,1501
801640,ODŽACI,LALIĆ,750,714
801666,ODŽACI,ODŽACI,2372,2286
801674,KULA,RUSKI KRSTUR,2501,2445
801682,VRBAS,SAVINO SELO,1022,859
801704,ODŽACI,SRPSKI MILETIĆ,1160,1141
801712,SREMSKA MITROVICA,MAČVANSKA MITROVICA,1367,1330
801739,SREMSKA MITROVICA,NOĆAJ,871,823
801747,SREMSKA MITROVICA,RADENKOVIĆ,458,375
801755,SREMSKA MITROVICA,RAVNJE,700,577
801763,SREMSKA MITROVICA,SALAŠ NOĆAJSKI,796,721
801771,SREMSKA MITROVICA,ZASAVICA,706,581
801780,NOVI KNEŽEVAC,BANATSKO ARANĐELOVO,1086,1077
801836,ČOKA,CRNA BARA,467,407
801844,ČOKA,ČOKA,1479,1337
801895,NOVI KNEŽEVAC,ĐALA,538,524
801909,NOVI KNEŽEVAC,SRPSKI KRSTUR,774,768
801925,NOVI KNEŽEVAC,MAJDAN,258,249
801941,NOVI KNEŽEVAC,NOVI KNEŽEVAC,3065,3020
801984,ČOKA,SANAD,658,603
802018,ČOKA,VRBICA,314,302
802034,TEMERIN,BAČKI JARAK,1826,1632
802042,BAČKI PETROVAC,BAČKI PETROVAC,3166,0
802069,VRBAS,BAČKO DOBRO POLJE,1183,1111
802077,NOVI SAD,BEGEČ,1405,1369
802085,NOVI SAD,ČENEJ,1162,1113
802093,BAČKA PALANKA,DESPOTOVO,995,46
802107,BAČKI PETROVAC,GLOŽAN,999,945
802123,NOVI SAD,KISAČ,2231,2168
802131,BAČKI PETROVAC,KULPIN,1233,1211
802158,NOVI SAD,NOVI SAD I,9728,9336
802166,NOVI SAD,NOVI SAD II,6841,6541
802174,NOVI SAD,NOVI SAD III,2138,1836
802182,NOVI SAD,NOVI SAD IV,2160,1912
802204,VRBAS,RAVNO SELO,1312,1235
802239,NOVI SAD,RUMENKA,2368,2207
802247,TEMERIN,SIRIG,1134,1102
802255,NOVI SAD,FUTOG,5803,5512
802263,NOVI SAD,STEPANOVIĆEVO,865,822
802280,TEMERIN,TEMERIN,7410,6898
802298,NOVI SAD,VETERNIK,9655,8801
802301,VRBAS,ZMAJEVO,1566,1473
802310,ALIBUNAR,ALIBUNAR,1480,1278
802328,PANČEVO,BANATSKI BRESTOVAC,1388,1136
802336,PANČEVO,BANATSKO NOVO SELO,2876,2302
802352,KOVAČICA,CREPAJA,1946,1768
802379,PANČEVO,DOLOVO,2538,2097
802387,PANČEVO,GLOGONJ,1244,1088
802395,ALIBUNAR,ILANDŽA,923,627
802409,PANČEVO,IVANOVO,912,768
802417,PANČEVO,JABUKA,1947,1563
802425,ALIBUNAR,JANOŠIK,522,440
802441,PANČEVO,KAČAREVO,2067,1879
802450,ALIBUNAR,LOKVE,1017,953
802468,PANČEVO,OMOLJICA,2362,1837
802484,PANČEVO,PANČEVO,14335,13248
802492,OPOVO,SEFKERIN,1066,1009
802506,ALIBUNAR,SELEUŠ,743,632
802514,PANČEVO,STARČEVO,2630,2545
802522,ALIBUNAR,VLADIMIROVAC,2105,1621
802549,PANČEVO,VOJLOVICA,1742,1667
802565,SEČANJ,BANATSKA DUBICA,268,226
802573,OPOVO,BARANDA,696,626
802581,ZRENJANIN,BELO BLATO,724,714
802603,ZRENJANIN,BOTOŠ,1027,901
802620,ZRENJANIN,ČENTA,1367,1260
802638,KOVAČICA,DEBELJAČA,2407,2086
802646,ALIBUNAR,DOBRICA,846,687
802654,ZRENJANIN,FARKAŽDIN,572,564
802689,KOVAČICA,IDVOR,475,453
802719,SEČANJ,JARKOVAC,885,800
802727,ZRENJANIN,KNIĆANIN,781,724
802735,KOVAČICA,KOVAČICA,2936,2765
802743,ALIBUNAR,NOVI KOZJAK,383,348
802751,OPOVO,OPOVO,1516,1498
802760,ZRENJANIN,ORLOVAT,826,751
802786,KOVAČICA,PADINA,2496,2009
802794,ZRENJANIN,PERLEZ,2110,1991
802808,OPOVO,SAKULE,947,915
802816,KOVAČICA,SAMOŠ,766,652
802824,ZRENJANIN,TOMAŠEVAC,858,762
802832,KOVAČICA,UZDIN,1357,1293
802867,SOMBOR,BAČKI BREG,674,634
802883,SOMBOR,RIĐICA,960,931
802891,SENTA,BATKA,2,1
802913,IRIG,BANKOVCI,6,6
802921,SREMSKA MITROVICA,BEŠENOVO SELO,425,363
802930,SREMSKA MITROVICA,BEŠENOVO PRNJAVOR,243,206
802948,PEĆINCI,BRESTAČ,433,397
802956,RUMA,BUĐANOVCI,657,635
802964,SREMSKA MITROVICA,ČALMA,636,596
802972,RUMA,DOBRINCI,622,596
802999,RUMA,DONJI PETROVCI,373,346
803006,IRIG,GRGETEK,113,102
803014,SREMSKA MITROVICA,GRGUREVCI,682,612
803049,INĐIJA,INĐIJA,7717,7132
803057,IRIG,IRIG,2688,2518
803065,IRIG,JAZAK SELO,518,373
803073,IRIG,JAZAK PRNJAVOR,208,160
803081,RUMA,KRALJEVCI,433,415
803090,IRIG,KRUŠEDOL SELO,424,383
803103,IRIG,KRUŠEDOL PRNJAVOR,379,352
803120,NOVI SAD,LEDINCI,1919,1728
803138,SREMSKA MITROVICA,LEŽIMIR,997,858
803146,INĐIJA,LJUKOVO,827,742
803154,IRIG,MALA REMETA,175,134
803162,RUMA,MALI RADINCI,214,202
803189,SREMSKA MITROVICA,MANĐELOS,967,794
803197,INĐIJA,MARADIK,1484,1255
803219,RUMA,MARĐELOS,228,206
803227,IRIG,NERADIN,285,269
803235,SREMSKA MITROVICA,DIVOŠ,1115,907
803243,RUMA,PAVLOVCI,212,197
803251,RUMA,PUTINCI,1117,1045
803260,BEOČIN,RAKOVAC,1893,1722
803278,IRIG,RIVICA,350,313
803286,RUMA,RUMA,8390,8102
803294,PEĆINCI,SIBAČ,234,207
803308,NOVI SAD,SREMSKA KAMENICA,6889,6292
803324,RUMA,STEJANOVCI,396,370
803332,PEĆINCI,SUBOTIŠTE,376,339
803359,IRIG,ŠATRINCI,169,157
803375,SREMSKA MITROVICA,ŠULJAM,431,354
803383,IRIG,VELIKA REMETA,470,433
803391,SREMSKA MITROVICA,VELIKI RADINCI,603,554
803413,RUMA,VOGANJ,413,381
803421,IRIG,VRDNIK,2362,2107
803430,RUMA,ŽARKOVAC,355,336
803448,ADA,ADA,5160,4921
803456,BEČEJ,BAČKO GRADIŠTE,2833,2796
803464,BEČEJ,BAČKO PETROVO SELO,3541,3520
803472,BEČEJ,BEČEJ,9846,9739
803502,BAČKA TOPOLA,GUNAROŠ,1167,1164
803529,BAČKA TOPOLA,BAČKA TOPOLA-GRAD,5824,5812
803537,KANJIŽA,KANJIŽA,4746,4590
803545,KANJIŽA,MALE PIJACE,924,833
803570,BEČEJ,MILEŠEVO,474,470
803588,ADA,MOL,3341,3156
803600,BAČKA TOPOLA,NOVO ORAHOVO,939,931
803618,BAČKA TOPOLA,NJEGOŠEVO,315,312
803634,ADA,OBORNJAČA,227,214
803642,ADA,UTRINE,576,545
803669,KANJIŽA,OROM,1247,1148
803685,BEČEJ,RADIČEVIĆ,458,457
803723,KANJIŽA,TREŠNJEVAC,1409,1339
803731,SENTA,SENTA,9467,9065
803740,SRBOBRAN,SRBOBRAN,5508,5291
803758,SENTA,TORNJOŠ,1722,1606
803766,SRBOBRAN,TURIJA,1335,1284
803774,KANJIŽA,VELEBIT,243,179
803782,SOMBOR,ALEKSA ŠANTIĆ,807,795
803812,APATIN,APATIN,5967,5633
