geoidentifikator,naziv,tip_ustanove,kategorija,opstina,mesto,ulica,kucni_broj,rastojanje_m,biraca_prebivaliste,biraca_boraviste,biraca_ukupno,lat,lon
SRBRGI2002469,Агенција за борбу против корупције,јавни објекат,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),БРАНКОВА,8,12.0,17,0,17,44.8148,20.456165
SRBRGI2003179,Месна заједница Калемегдан,месна заједница,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ЗМАЈА ОД НОЋАЈА,9,4.8,17,0,17,44.820937,20.456933
SRBRGI2003181,Месна заједница Дорћол,месна заједница,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ДУБРОВАЧКА,6,4.5,17,0,17,44.824129,20.460772
SRBRGI2003190,Месна заједница Чукур чесма,месна заједница,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ЗМАЈА ОД НОЋАЈА,9,5.8,17,0,17,44.82093,20.456943
SRBRGI2003191,Месна заједница Трг републике,месна заједница,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ЗМАЈА ОД НОЋАЈА,9,6.7,17,0,17,44.820925,20.456953
SRBRGI2003192,Месна заједница Перо Поповић Ага,месна заједница,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ЗМАЈА ОД НОЋАЈА,9,7.9,17,0,17,44.820918,20.456965
SRBRGI2004107,Месна заједница Цветни трг,месна заједница,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),ПРОТЕ МАТЕЈЕ,36,4.4,17,0,17,44.804052,20.469416
SRBRGI2010955,"Зграда у Улици краља Милана, број 3",споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),КРАЉА МИЛАНА,3,3.5,17,0,17,44.809215,20.463243
SRBRGI2013238,Вртић „Жан Жак”,предшколска установа,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),БУЛЕВАР ЗОРАНА ЂИНЂИЋА,6А,9.9,17,0,17,44.812154,20.431075
SRBRGI2017772,Приватна ветеринарска амбуланта за кућне љубимце „Беца“,објекат ветерине,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),ГЕНЕРАЛА САВЕ ГРУЈИЋА,2,0.4,17,0,17,44.776149,20.462069
SRBRGI2017909,Приватна ветеринарска амбуланта „Шапа“,објекат ветерине,nestambeno,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),ПРЕШЕВСКА,34,0.5,17,0,17,44.799716,20.494188
SRBRGI2002619,Студентски центар Београд,јавни објекат,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),СВЕТОЗАРА МАРКОВИЋА,56,6.0,16,0,16,44.802191,20.461899
SRBRGI2002669,Јавнобележничка комора Србије,јавни објекат,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ДЕСПОТА ЂУРЂА,13,4.3,16,0,16,44.826095,20.459845
SRBRGI2003512,Установа за одрасле и старије – Јагодина,дом за старе,stambeno-moguce,ЈАГОДИНА,ЈАГОДИНА,БРАЋЕ ДИРАК,44,4.6,16,0,16,43.972803,21.261301
SRBRGI2006369,Електротехничка школа „Никола Тесла”,средња школа,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),КРАЉИЦЕ НАТАЛИЈЕ,31,11.4,16,0,16,44.810266,20.460513
SRBRGI2006779,Предшколска установа „Лане”,предшколска установа,nestambeno,КУЧЕВО,КУЧЕВО,БРАЋЕ ИВКОВИЋА,2,0.0,16,0,16,44.47419,21.664797
SRBRGI2009765,Средња економско-пословна школа,средња школа,nestambeno,ОБРЕНОВАЦ,ОБРЕНОВАЦ,МИЛОША ОБРЕНОВИЋА,117,3.7,16,0,16,44.653566,20.2018
SRBRGI2010730,Кућа Николе Предића,споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ВУКА КАРАЏИЋА,14,7.8,16,0,16,44.817385,20.455148
SRBRGI2010732,Зграда Друге женске гимназије,споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),КРАЉИЦЕ НАТАЛИЈЕ,31,3.9,16,0,16,44.810191,20.460475
SRBRGI2010865,Чукур-чесма,споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ГОСПОДАР-ЈЕВРЕМОВА,49,14.7,16,0,16,44.819282,20.462385
SRBRGI2011776,Центар за социјални рад – Алексинац,објекат социјалне заштите,stambeno-moguce,АЛЕКСИНАЦ,АЛЕКСИНАЦ,БУЦЕКОВА,13,6.2,16,0,16,43.54331,21.709553
SRBRGI2012179,Туристичка организација Алибунар,јавни објекат,nestambeno,АЛИБУНАР,АЛИБУНАР,ЖАРКА ЗРЕЊАНИНА,4,2.6,16,0,16,45.078335,20.966398
SRBRGI2012180,Спортски савез Алибунар,јавни објекат,nestambeno,АЛИБУНАР,АЛИБУНАР,ЖАРКА ЗРЕЊАНИНА,4,5.3,16,0,16,45.078356,20.96638
SRBRGI2012272,Месна заједница „Дунав”,месна заједница,nestambeno,БАЧКА ПАЛАНКА,БАЧКА ПАЛАНКА,ИВЕ ЛОЛЕ РИБАРА,25,4.4,16,0,16,45.245328,19.385429
SRBRGI2013190,Вртић „Анастасија”,предшколска установа,nestambeno,ЛАЗАРЕВАЦ,ЛАЗАРЕВАЦ,СВЕТОГ ДИМИТРИЈА,22,12.8,16,0,16,44.382006,20.263323
SRBRGI2013300,Вртић „Врапче”,предшколска установа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),БЕОГРАДСКА,3,0.9,16,0,16,44.843021,20.41486
SRBRGI2013460,Предшколска установа „Наш вртић”,предшколска установа,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),РАЈКА МИТИЋА,14,3.0,16,0,16,44.78077,20.464313
SRBRGI2013483,Предшколска установа „Раша и Маша”,предшколска установа,nestambeno,ЛАЗАРЕВАЦ,ЛАЗАРЕВАЦ,ДОСИТЕЈА ОБРАДОВИЋА,5,1.3,16,0,16,44.382919,20.261674
SRBRGI2013553,Вртић „Peekaboo”,предшколска установа,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ЈЕЛИСАВЕТЕ НАЧИЋ,13,6.1,16,0,16,44.819535,20.469366
SRBRGI2013591,Вртић „Вучко”,предшколска установа,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БОРЧА,ДВАНАЕСТОГ ОКТОБРА,9,12.6,16,0,16,44.882625,20.453206
SRBRGI2013917,Вртић „Сунце”,предшколска установа,nestambeno,КУЧЕВО,КУЧЕВО,БРАЋЕ ИВКОВИЋА,2,1.8,16,0,16,44.474175,21.664791
SRBRGI2014505,Установа за смештај старих лица „Уна дом – Београд”,дом за старе,stambeno-moguce,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),ГОСТИВАРСКА,89,4.2,16,0,16,44.774723,20.478567
SRBRGI2017481,Приватна ветеринарска амбуланта за кућне љубимце „Артемида“,објекат ветерине,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),ПРОТЕ МАТЕЈЕ,56,0.6,16,0,16,44.805648,20.471248
SRBRGI2017538,Приватна ветеринарска станица „Vet House“,објекат ветерине,nestambeno,ЧУКАРИЦА,БЕОГРАД (ЧУКАРИЦА),БЛАГОЈА ПАРОВИЋА,27,0.7,16,0,16,44.770213,20.417777
SRBRGI2018529,Црква Светог великомученика Георгија,црква,nestambeno,АПАТИН,СОНТА,ВУКА КАРАЏИЋА,11,0.9,16,0,16,45.594563,19.096884
SRBRGI2001921,Позориште на Теразијама,позориште,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ТЕРАЗИЈЕ,29,12.7,15,0,15,44.812662,20.461728
SRBRGI2002703,"Удружење сценских уметника, стручњака и сарадника у култури Србије",јавни објекат,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ЗМАЈ-ЈОВИНА,4,6.4,15,0,15,44.816637,20.457186
SRBRGI2002935,Српски ПЕН центар,јавни објекат,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ТЕРАЗИЈЕ,29,8.8,15,0,15,44.812666,20.461648
SRBRGI2010997,Палата пензионог фонда,споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ТЕРАЗИЈЕ,29,11.5,15,0,15,44.812657,20.461698
SRBRGI2013321,Вртић „Каспер”,предшколска установа,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),ДЕСАНКЕ МАКСИМОВИЋ,17,4.5,15,0,15,44.806494,20.469488
SRBRGI2017503,Приватна ветеринарска амбуланта „Цветковић“,објекат ветерине,nestambeno,БОЉЕВАЦ,БОЉЕВАЦ,МИЛАНА ЦОЈИЋА,19,0.6,15,0,15,43.831653,21.962405
SRBRGI2017914,Приватна ветеринарска амбуланта за кућне љубимце „Весела њушкица“,објекат ветерине,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),БРАЋЕ ЈЕРКОВИЋА,138,4.2,15,0,15,44.767338,20.500861
SRBRGI2020908,"Болничка капела, Параклис Светог Луке Архиепископа симферопољског",црква,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),ЦРНОТРАВСКА,17,11.6,15,0,15,44.76474,20.468152
SRBRGI2002892,Јавно предузеће Дирекција за изградњу,јавни објекат,nestambeno,БЕЧЕЈ,БЕЧЕЈ,УРОША ПРЕДИЋА,3,4.1,14,0,14,45.61408,20.049511
SRBRGI2003036,Месна заједница Стара Палилула,месна заједница,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ДАЛМАТИНСКА,25,4.5,14,0,14,44.813897,20.474734
SRBRGI2004326,Месна заједница Бегаљица,месна заједница,nestambeno,ГРОЦКА,БЕГАЉИЦА,БОРИСА КИДРИЧА,211,3.5,14,0,14,44.631765,20.694943
SRBRGI2004671,Апотекарска установа – Зрењанин,апотека,nestambeno,ЗРЕЊАНИН,ЗРЕЊАНИН,СВЕТОЗАРА МАРКОВИЋА,2,0.7,14,0,14,45.379305,20.395371
SRBRGI2005307,Основна школа „Милош Црњански”,основна школа,nestambeno,ЖАБАЉ,ЖАБАЉ,ТРГ СВЕТОГ САВЕ,2,4.0,14,0,14,45.37206,20.062554
SRBRGI2009931,Установа за одрасле и старије – Кучево,дом за старе,stambeno-moguce,КУЧЕВО,КУЧЕВО,БРАЋЕ ИВКОВИЋА,61,3.6,14,0,14,44.466466,21.664064
SRBRGI2010786,Атеље Уроша Предића,споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),СВЕТОГОРСКА,29,4.7,14,0,14,44.813765,20.468674
SRBRGI2011232,Кућа породице Христић,споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ДОБРАЧИНА,3,2.6,14,0,14,44.817583,20.459924
SRBRGI2012025,Јавно предузеће „Дирекција за изградњу Дољевац”,јавни објекат,nestambeno,ДОЉЕВАЦ,ДОЉЕВАЦ,НИКОЛЕ ТЕСЛЕ,69,4.0,14,0,14,43.19926,21.832843
SRBRGI2012026,Јавно комунално предузеће Дољевац,јавни објекат,nestambeno,ДОЉЕВАЦ,ДОЉЕВАЦ,НИКОЛЕ ТЕСЛЕ,69,5.2,14,0,14,43.199281,21.832834
SRBRGI2012027,Спортски савез Дољевац,јавни објекат,nestambeno,ДОЉЕВАЦ,ДОЉЕВАЦ,НИКОЛЕ ТЕСЛЕ,69,6.8,14,0,14,43.199299,21.832827
SRBRGI2012028,Центар за социјални рад – Дољевац,објекат социјалне заштите,stambeno-moguce,ДОЉЕВАЦ,ДОЉЕВАЦ,НИКОЛЕ ТЕСЛЕ,69,10.1,14,0,14,43.199331,21.832814
SRBRGI2013068,Вртић „Болничка група КБЦ Земун”,предшколска установа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),ВУКОВА,1,1.8,14,0,14,44.842022,20.408237
SRBRGI2013409,Вртић „Дечја прича”,предшколска установа,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),ТОШИН БУНАР,102,0.4,14,0,14,44.83412,20.400898
SRBRGI2013457,Предшколска установа „Монтесори звоно”,предшколска установа,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),РАДОСЛАВА ГРУЈИЋА,18,8.3,14,0,14,44.800323,20.48052
SRBRGI2015484,Дом здравља Врање – амбуланта Огледна станица,амбуланта,nestambeno,ВРАЊЕ,ВРАЊЕ,МИЛЕНТИЈА ПОПОВИЋА,1Д,5.4,14,0,14,42.54705,21.882707
SRBRGI2016445,Локална пореска администрација Бечеј,локална пореска администрација,nestambeno,БЕЧЕЈ,БЕЧЕЈ,УРОША ПРЕДИЋА,3,0.0,14,0,14,45.614117,20.049508
SRBRGI2017484,Приватна ветеринарска амбуланта за кућне љубимце „Плутон“,објекат ветерине,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),ПАТРИЈАРХА ГАВРИЛА,8,0.5,14,0,14,44.804724,20.474953
SRBRGI2017609,Приватна ветеринарска станица „Ветас дар“,објекат ветерине,nestambeno,ИВАЊИЦА,ИВАЊИЦА,ЈАВОРСКА,42,0.5,14,0,14,43.579682,20.227393
SRBRGI2017840,Ветеринарска амбуланта за кућне љубимце „Соре“,објекат ветерине,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),КАРАЂОРЂЕВ ТРГ,32,0.1,14,0,14,44.835936,20.417718
SRBRGI2001216,Старо језгро,споменик културе,nestambeno,ИРИГ,ИРИГ,РИБАРСКИ ТРГ,17,12.6,13,0,13,45.100283,19.860738
SRBRGI2003189,Месна заједница Теразије,месна заједница,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ТЕРАЗИЈЕ,45,4.4,13,0,13,44.81118,20.462208
SRBRGI2004472,Јавно предузеће Радио Лазаревац,јавни објекат,nestambeno,ЛАЗАРЕВАЦ,ЛАЗАРЕВАЦ,КАРАЂОРЂЕВА,20,9.0,13,0,13,44.380686,20.262175
SRBRGI2004475,Туристичка организација Лазаревац,јавни објекат,nestambeno,ЛАЗАРЕВАЦ,ЛАЗАРЕВАЦ,КАРАЂОРЂЕВА,20,3.9,13,0,13,44.380652,20.262222
SRBRGI2010451,Ремезијана,споменик културе,nestambeno,БЕЛА ПАЛАНКА,БЕЛА ПАЛАНКА,КРСТЕ ТОШИЋА,3,12.9,13,0,13,43.217295,22.310934
SRBRGI2010838,Синагога „Сукат Шалом”,синагога,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),МАРШАЛА БИРЈУЗОВА,19,5.8,13,0,13,44.814947,20.457178
SRBRGI2013112,Вртић „Пчелице”,предшколска установа,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),БУЛЕВАР АРСЕНИЈА ЧАРНОЈЕВИЋА,64,0.8,13,0,13,44.81413,20.418599
SRBRGI2013365,Вртић „Колибри”,предшколска установа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),ЦАРА ДУШАНА,87А,1.5,13,0,13,44.850842,20.396732
SRBRGI2013411,Вртић „Дечја кућа Бубамарица”,предшколска установа,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),ТРАЈКА РАЈКОВИЋА,4,0.3,13,0,13,44.822109,20.390182
SRBRGI2013424,Вртић „Мала оаза”,предшколска установа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),ЦАРА ДУШАНА,78,7.3,13,0,13,44.850209,20.40036
SRBRGI2013478,Вртић „Тесла”,предшколска установа,nestambeno,ГРОЦКА,КАЛУЂЕРИЦА,КРАЉА ПЕТРА ПРВОГ,13Ф,10.0,13,0,13,44.763704,20.552444
SRBRGI2014215,Вртић „Лептирић”,предшколска установа,nestambeno,БАЧКА ПАЛАНКА,БАЧКА ПАЛАНКА,КРАЉА ПЕТРА ПРВОГ,86,7.3,13,0,13,45.249475,19.395632
SRBRGI2018028,Јавна ветеринарска станица „Младеновац“,објекат ветерине,nestambeno,МЛАДЕНОВАЦ,МЛАДЕНОВАЦ (ВАРОШ),КРАЉА ПЕТРА ПРВОГ,347,0.5,13,0,13,44.424581,20.683248
SRBRGI2000147,Манастир Беочин,манастир,stambeno-moguce,БЕОЧИН,БЕОЧИН,МАНАСТИРСКИ ПУТ,65,1.8,12,0,12,45.176844,19.721977
SRBRGI2000155,Манастир Јазак,манастир,stambeno-moguce,ИРИГ,ЈАЗАК,МАНАСТИРСКА,2,12.1,12,0,12,45.119086,19.765306
SRBRGI2002804,Јавно водопривредно предузеће „Београдводе”,јавни објекат,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),СВЕТОЗАРА ЋОРОВИЋА,17,5.6,12,0,12,44.808796,20.479281
SRBRGI2002953,Меморијална галерија Петра Добровића,јавни објекат,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),КРАЉА ПЕТРА,36,4.4,12,0,12,44.820185,20.455772
SRBRGI2003020,Месна заједница Надежда Петровић,месна заједница,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ЧАРЛИЈА ЧАПЛИНА,14,3.9,9,3,12,44.816272,20.478748
SRBRGI2003599,Јавно комунално предузеће „Водовод”,јавни објекат,nestambeno,ВАЉЕВО,ВАЉЕВО,ВУКА КАРАЏИЋА,26,5.0,12,0,12,44.271746,19.886385
